,x_valid,x_past_valid,x_pred,Y_1_valid,Y_2_valid,cc_1_pred,cc_1_valid,cc_2_pred,cc_2_valid
47,-0.020521803,0.88405067,0.33008543,-0.054471605,1.2926658,-31.229517,-1.5298888015672065,0.4302091,0.5543643980729612
48,1.1041856,-0.020521803,0.90567774,1.2926658,-1.5344384,-0.11195958,-1.4436717611979293,0.18179476,0.7989088497381872
49,-0.66385645,1.1041856,-0.99858373,-1.5344384,-1.1985393,-0.0065450966,-1.116613152693089,0.1778726,0.28757466325406594
50,0.5542195,-0.66385645,0.52248544,-1.1985393,-0.2185969,0.13906701,-0.059598671446810636,0.40733615,1.1716270168203828
51,0.17813438,0.5542195,0.47267625,-0.2185969,1.1502413,-56.20952,1.3686644889238893,0.25511295,-0.8039814275129464
52,1.0488416,0.17813438,1.0403097,1.1502413,-1.5450113,-0.101668864,-1.5246152888465696,0.29643378,0.6844370385426314
53,-0.4865626,1.0488416,-0.95672387,-1.5450113,-1.2599194,-0.023712575,-1.4230870351132943,0.15049171,0.5471376964808499
54,0.91153955,-0.4865626,0.67383313,-1.2599194,-0.3677886,0.18515168,-1.0415136308926176,0.4778914,0.8115504781688155
55,-0.56920546,0.91153955,-0.31152055,-0.3677886,1.1003147,-0.09205699,0.14207618953099285,0.25083625,0.2567292604437315
56,0.4327518,-0.56920546,0.455838,1.1003147,-0.87742484,0.037360787,1.296250353157337,0.066030025,1.2022606894684642
57,1.158273,0.4327518,1.0508866,-0.87742484,0.3593636,-0.08798507,-1.24451454050273,0.38970065,-0.9104645200001973
58,-1.1550798,1.158273,-0.88803816,0.3593636,-0.04284347,0.018545449,-0.4383491097897674,0.29517603,0.4637878035022537
59,-0.30524987,-1.1550798,-0.26292154,-0.04284347,1.4427428,-0.020674258,1.2059498361752263,0.06499696,0.947108686979704
60,1.1574727,-0.30524987,1.1464547,1.4427428,-1.1709834,-0.48014814,-0.9151934767118244,0.2985533,-0.10129413625018192
61,-1.4942886,1.1574727,-1.1887536,-1.1709834,-0.33813584,0.26085794,0.4467286634440085,0.6711821,1.3688892187120307
62,-1.0745457,-1.4942886,-1.0970256,-0.33813584,1.1415507,-75.195015,0.9772629085485736,0.22639632,-1.534274041916937
63,0.15590271,-1.0745457,0.084555194,1.1415507,-1.5487815,-0.09373781,-0.18030568097490715,0.30077857,-1.447073746567185
64,0.7958909,0.15590271,0.8112666,-1.5487815,-1.2540401,-0.014286011,1.3591305992680922,0.19295603,-1.1164598356863333
65,0.37018415,0.7958909,-0.3732057,-1.2540401,-0.30793265,-0.039278597,-1.4869232433834265,0.14725667,-0.05041951424729643
66,0.6065762,0.37018415,0.4684067,-0.30793265,0.9235655,-0.23011357,-1.2781597117873773,0.14951676,1.3664172674223707
67,0.892641,0.6065762,0.9562228,0.9235655,0.07993126,-1.0629852,-0.5453668681508462,0.45949584,-1.5244690811163684
68,-0.27027854,0.892641,-0.33406767,0.07993126,0.88946253,-1.1632974,1.0893364956512093,0.23003471,-1.4088690873216272
69,1.2632489,-0.27027854,1.1793505,0.88946253,0.34558225,-1.2561216,-0.5226969774966991,0.317033,-0.9781113123954694
70,-1.2721338,1.2632489,-1.5270637,0.34558225,0.7489194,-1.2718112,1.1166372563308589,0.12969255,0.30762790668943546
71,-0.47493228,-1.2721338,-0.5461662,0.7489194,0.4547736,-0.8635557,-0.6112725918783476,0.028706372,1.1503262823096512
72,0.83898735,-0.47493228,0.9974161,0.4547736,0.100680195,0.06690109,1.0020358489697316,0.44944438,-0.7314410138329575
73,-0.43851438,0.83898735,-0.6882113,0.100680195,0.7676122,-0.5905564,-0.2530498132992579,0.08079469,0.8171283112826705
74,0.6441708,-0.43851438,0.65496784,0.7676122,-0.16909468,-0.7921873,1.3342635889025314,0.035771787,0.2429815101978253
75,0.23699865,0.6441708,0.110609755,-0.16909468,0.87445325,-0.22781104,-1.3897743752881704,0.18691278,1.2150821107682328
76,1.2693245,0.23699865,1.2496102,0.87445325,-0.87908745,-0.025862128,-0.9224182746311947,0.40395164,-0.9557880687312383
77,-1.5026209,1.2693245,-1.4920932,-0.87908745,0.41816503,-0.24373925,0.4304734184939071,0.14499694,0.36053325987381324
78,-1.1604501,-1.5026209,-1.1397277,0.41816503,1.0966258,-1.2687156,1.0006529578033836,-0.019674063,1.0888915764041498
79,-0.1148004,-1.1604501,-0.15380783,1.0966258,-1.2498342,-0.09341803,-0.2489450920104226,0.24057639,-0.529120692317154
80,0.46859276,-0.1148004,0.9274621,-1.2498342,-0.50652176,0.18184963,1.3360495872725875,0.6114849,1.1117469018700672
81,1.0700088,0.46859276,0.8862099,-0.50652176,0.9817873,-80.524506,-1.396695788404591,0.34868193,-0.6031925786970149
82,-0.89818776,1.0700088,-0.8816818,0.9817873,-1.4989811,-0.13507938,-0.946914664187793,0.18926644,1.0167751724307537
83,0.35946384,-0.89818776,0.41441754,-1.4989811,-1.0568202,0.0030283928,0.37430255834900245,0.2215944,-0.30469306259670476
84,-0.011591309,0.35946384,0.19384627,-1.0568202,0.057138667,0.14126392,1.0759506552569504,0.34906298,1.308585771347828
85,1.3561931,-0.011591309,1.3090248,0.057138667,0.9070108,-17.457973,-0.48000748078908123,0.3940142,-1.2998139559737338
86,-1.2781311,1.3561931,-1.6759129,0.9070108,-1.2511427,-0.00334844,1.1642558834039738,0.1512593,-0.6049895278181806
87,-0.4746732,-1.2781311,-0.49327984,-1.2511427,-0.29121545,-0.09770575,-0.7706157990196856,0.13939679,1.0142861898741709
88,0.8110038,-0.4746732,0.8339406,-0.29121545,0.86886156,-0.02992776,0.7421958417509612,0.18196797,-0.29719929816731855
89,-0.7648346,0.8110038,-0.6738809,0.86886156,-0.4040668,-0.7136236,0.4269591842495561,0.064825416,1.312799787128179
90,0.6134951,-0.7648346,0.6161404,-0.4040668,0.85105616,-0.121539354,1.0056152700400742,0.24289554,-1.3158773089191824
91,0.52613884,0.6134951,0.675419,0.85105616,-0.87096244,0.009619385,-0.26369844734845893,0.383515,-0.6579216247229912
92,-0.27788323,0.52613884,-0.19808699,-0.87096244,0.44624728,0.052823782,1.3294168104302901,0.12861979,0.9370377716760953
93,1.2494326,-0.27788323,1.1872497,0.44624728,0.7882947,-0.68783456,-1.3710349736879028,0.32092294,-0.07298076565102984
94,-1.6489652,1.2494326,-1.3911855,0.7882947,-0.8822186,0.15639392,-0.8567488444958853,0.5283959,1.368380375959051
95,-1.6016171,-1.6489652,-1.6094702,-0.8822186,0.5479403,-0.03913462,0.5730095838238287,0.15992421,-1.5322543685353003
96,-1.4338807,-1.6016171,-1.439411,0.5479403,0.20635146,-0.82408625,0.7710967856718378,0.24196845,-1.4391828272954177
97,-0.87847626,-1.4338807,-0.909701,0.20635146,1.056706,-0.6908122,0.36039357063216904,0.19402409,-1.0875602484084477
98,0.28017974,-0.87847626,0.3141255,1.056706,-0.5866269,-0.36670738,1.0932713552970283,0.1146574,0.0286653804419093
99,0.52406853,0.28017974,0.49352986,-0.5866269,0.8949058,-0.19542891,-0.535338455327883,0.11963117,1.3486268325485893
100,0.5050231,0.52406853,0.4537342,0.8949058,-0.7770784,-0.09501213,1.1015857113143122,0.2302016,-1.4543927589671617
101,0.934959,0.5050231,0.8794681,-0.7770784,0.4601715,0.015340567,-0.56218827474207,0.4033007,-1.1434159512529416
102,-0.8243418,0.934959,-0.81449807,0.4601715,0.60435236,-1.7283189,1.0681762730385662,0.111584365,-0.12622930042332275
103,0.38352108,-0.8243418,0.5008591,0.60435236,0.7839352,-1.200906,-0.4554373147513596,0.21014434,1.3675354803678959
104,0.7068742,0.38352108,0.70692164,0.7839352,-0.43022984,-0.35174108,1.18941753493805,0.2402673,-1.528902403095746
105,0.7895221,0.7068742,0.69748724,-0.43022984,0.7594835,-0.12862903,-0.8573009499740037,0.42767724,-1.4261110412714917
106,0.026405314,0.7895221,0.18571143,0.7594835,0.05029981,-1.4718006,0.5718600837948745,0.31634104,-1.0400581956951582
107,0.726321,0.026405314,0.7136648,0.05029981,1.4594829,-0.16634148,0.7731689040636563,0.10851109,0.15373154098390504
108,-0.5211135,0.726321,-0.16489895,1.4594829,-1.3145542,-0.51447994,0.3555337921629633,0.16123104,1.2858434285454554
109,0.86510247,-0.5211135,0.8424369,-1.3145542,-0.6038053,-0.6193288,1.0991992431785045,0.21804994,-1.2139546644722448
110,-0.0056829546,0.86510247,-0.6280353,-0.6038053,0.53438497,0.17018278,-0.554462353490456,0.50745624,-0.33394101633165385
111,0.4196926,-0.0056829546,0.46745473,0.53438497,0.41696477,-1.3515751,1.0779904567457343,-0.0073679686,1.2906802472724568
112,1.0494839,0.4196926,0.92729634,0.41696477,0.8180167,-0.70784765,-0.48648127312696493,0.3377364,-1.2320976023771568
113,-1.0954616,1.0494839,-0.9364849,0.8180167,-0.99547887,0.23607665,1.1573531675502347,0.6434416,-0.3895490479793518
114,-0.05926817,-1.0954616,-0.07894476,-0.99547887,0.34409225,-0.066052794,-0.7471357896161761,0.13360506,1.2502335638125712
115,1.0371567,-0.05926817,1.0408882,0.34409225,0.45398697,-0.24575102,0.7848191681447564,0.2515069,-1.082336428204248
116,-0.91206884,1.0371567,-0.8934974,0.45398697,0.3677992,-0.661251,0.32799297934880683,0.1616168,0.04271867222263377
117,0.08895578,-0.91206884,0.12921034,0.3677992,0.7155134,-0.8552664,1.1315806346362811,-0.006738305,1.3436892230932636
118,1.4038512,0.08895578,1.3853657,0.7155134,-0.08467871,-0.15619904,-0.6606132103947377,0.43756324,-1.4350958647883822
119,-1.3898895,1.4038512,-1.6144617,-0.08467871,0.44715565,-1.1042933,0.9289513329698745,0.20514381,-1.0726586497294222
120,-0.7723455,-1.3898895,-0.76419616,0.44715565,1.1239958,-1.1156244,-0.04323950827159677,0.21032375,0.06855843862483878
121,0.237132,-0.7723455,0.23837595,1.1239958,-0.9833822,0.017023504,1.366909810539361,-0.017690003,1.3332115401006466
122,1.5365174,0.237132,1.331672,-0.9833822,0.2086802,-0.13161653,-1.5176596548959393,0.43839282,-1.3943667491339644
123,-1.5156068,1.5365174,-1.4179183,0.2086802,0.12330722,-1.0697212,-1.3960518664348518,0.3630626,-0.9266320701069092
124,-1.1446892,-1.5156068,-1.1666992,0.12330722,1.5888854,-0.1717748,-0.944630191494169,0.22217572,0.42759514767440676
125,-0.22923578,-1.1446892,-0.20557396,1.5888854,-1.6161232,-0.50725037,0.37960986196468854,0.113517106,1.0001000681132775
126,0.826729,-0.22923578,1.109836,-1.6161232,-1.4859357,-0.5662755,1.0692029540782608,0.28191525,-0.25480911147045004
127,-0.5130883,0.826729,-0.15969928,-1.4859357,-1.095143,-0.09069002,-0.4586726253267187,0.23612958,1.3337676749124845
128,0.8867012,-0.5130883,0.7676923,-1.095143,-0.08291139,0.0034896433,1.18619812963612,0.16883498,-1.3965210825638383
129,0.2516719,0.8867012,0.39044812,-0.08291139,0.79051876,-0.26127052,-0.8461136955379643,0.45090657,-0.9342432504466962
130,0.5070921,0.2516719,0.69545025,0.79051876,-0.062088057,-1.0736685,0.5949906146935321,0.17928451,0.4103111608633865
131,-0.08926836,0.5070921,-0.0056353975,-0.062088057,1.3611702,-0.054939,0.7307823618730023,0.06108868,1.0241520431371156
132,0.95284885,-0.08926836,0.96820194,1.3611702,-1.076472,-0.23437148,0.45262187543504145,0.2122919,-0.327001921075057
133,-1.3444818,0.95284885,-0.71025515,-1.076472,-0.11965972,0.09953281,0.9686056729283179,0.3903256,1.2951384233968923
134,-0.58062935,-1.3444818,-0.580515,-0.11965972,0.95865697,-33.87796,-0.1552775200268182,0.3740892,-1.2488764848389458
135,0.6580007,-0.58062935,0.59702355,0.95865697,-1.3620197,-0.023467004,1.3643612513309324,0.08594364,-0.44177143093158067
136,0.25042176,0.6580007,-0.008380728,-1.3620197,-0.63335127,-0.28732628,-1.507571939033175,0.16001964,1.2046075459890935
137,1.3628068,0.25042176,1.2012802,-0.63335127,0.61035985,-0.010929465,-1.3570765307349064,0.38820678,-0.9187272656878905
138,-1.6335151,1.3628068,-1.5992148,0.61035985,0.34098366,-2.208292,-0.8084537330745528,0.17992705,0.44537946992044986
139,-1.55717,-1.6335151,-1.5539739,0.34098366,1.2882824,-0.86789054,0.6703559586136107,0.042676687,0.9745054780294309
140,-1.2965586,-1.55717,-1.2898988,1.2882824,-1.4354047,-0.123936236,0.5825893803981392,0.26940376,-0.17971050131737984
141,-0.61701113,-1.2965586,-0.46256,-1.4354047,-0.95767015,-0.05869028,0.7536883353942987,0.24485168,1.3589406734709377
142,0.9132867,-0.61701113,0.8634409,-0.95767015,0.22102545,-0.025807083,0.4007611385830107,0.29496545,-1.4949142147783059
143,-0.3457871,0.9132867,-0.7413682,0.22102545,0.25789368,-0.20996124,1.04155081914947,0.118498445,-1.2952883158228454
144,1.1277174,-0.3457871,1.0192517,0.25789368,1.0482023,-0.76024014,-0.37253472729185044,0.23033524,-0.5902030498562831
145,-1.4128014,1.1277174,-1.6260722,1.0482023,-0.71514827,-0.124503225,1.2622094062692557,-0.04327786,1.0345065214294424
146,-0.7876353,-1.4128014,-0.8021224,-0.71514827,0.76700646,-0.59300023,-1.1177668148279998,0.36792958,-0.358564706925417
147,0.3985266,-0.7876353,0.48737776,0.76700646,-0.83697253,0.1770365,-0.06281628859675122,0.55164814,1.2738055027641821
148,0.53593427,0.3985266,0.56538564,-0.83697253,0.6343431,-0.10124844,1.3689240188348457,0.19630563,-1.1690759997004467
149,0.89691323,0.53593427,0.9255054,0.6343431,-0.1772495,-0.17133784,-1.5256447888538043,0.40462404,-0.2002263335506641
150,-0.36554143,0.89691323,-0.5797105,-0.1772495,0.94836116,-0.46418428,-1.4270996674699157,0.1567977,1.3535834471486399
151,1.3935608,-0.36554143,1.3892169,0.94836116,0.08595795,-1.1057117,-1.0560626132259865,0.49745944,-1.4738304813884289
152,-1.5024663,1.3935608,-1.339239,0.08595795,0.9241608,-1.4871504,0.10420286718475433,0.28318298,-1.21571139531586
153,-1.1352657,-1.5024663,-1.1442618,0.9241608,0.42727056,-1.9918733,1.3182787941267324,0.08680618,-0.3392863243808778
154,-0.10666545,-1.1352657,-0.14134647,0.42727056,0.86763734,-1.1175845,-1.3282132837752625,0.1751898,1.2871569244622965
155,1.3917555,-0.10666545,1.1989071,0.86763734,-0.65476334,-0.20341706,-0.7102685966502618,0.33290637,-1.2188753156789618
156,-1.1682208,1.3917555,-1.6150814,-0.65476334,0.7219081,-0.4227512,0.8487212188663641,0.19612312,-0.34893449823342465
157,-0.28480023,-1.1682208,-0.25992975,0.7219081,0.64720064,-1.2756295,0.1703706475437409,0.112844646,1.2806010836298176
158,0.95938444,-0.28480023,0.85827,0.64720064,0.018424211,-0.35120106,1.2772494214673793,0.1478442,-1.1943623008849649
159,-0.040392023,0.95938444,-0.14139612,0.018424211,0.6114685,0.07814044,-1.1733783532794888,0.52221376,-0.27489381711954325
160,0.72352254,-0.040392023,0.8031269,0.6114685,0.21856241,-1.3656402,-0.2222088573157961,0.12723583,1.3244409407341415
161,0.022076849,0.72352254,-0.1364053,0.21856241,1.1725811,-24.06638,1.3465623309747001,0.16804552,-1.3605025520175997
162,1.4568,0.022076849,1.1563809,1.1725811,-1.6161168,-0.20674932,-1.437612292702601,0.31496897,-0.8086463883868817
163,-1.3049121,1.4568,-1.5542798,-1.6161168,-1.489384,-0.42695624,-1.0943867217067906,0.26249498,0.6754151062377515
164,-0.56119686,-1.3049121,-0.54658943,-1.489384,-1.0180254,0.05313751,0.0016857738816142018,0.27076712,0.566082800329266
165,0.49177817,-0.56119686,0.5818258,-1.0180254,0.17972168,0.07659382,1.358350105669117,0.23854476,0.7781086357833442
166,0.7898718,0.49177817,0.7133713,0.17972168,0.6944006,-0.12886986,-1.4838485159093127,0.3003073,0.33738292809255094
167,-0.07975395,0.7898718,-0.46412662,0.6944006,-0.60521716,0.1760789,-1.2665075889288187,0.51389503,1.1167089878419325
168,1.2206856,-0.07975395,1.0818934,-0.60521716,0.9351681,-0.11205351,-0.5079558638023802,0.2723496,-0.6194615366305728
169,-1.1493864,1.2206856,-1.2778678,0.9351681,-0.43840343,-0.5240024,1.1336402544796373,0.1760875,0.9939212669326732
170,-0.078858085,-1.1493864,-0.1417395,-0.43840343,1.0954285,-97.00264,-0.6674613262784541,0.22138727,-0.23651672013519331
171,0.49040148,-0.078858085,0.8218804,1.0954285,-1.5859553,-0.20672745,0.918284895728432,0.13577247,1.341309434831828
172,0.8771411,0.49040148,0.7458263,-1.5859553,-1.3767428,-0.45787686,-0.013832241051113527,0.31123352,-1.4258189388408922
173,-0.45344272,0.8771411,-0.5731819,-1.3767428,-0.8223833,0.23689128,1.3619268554482051,0.63539886,-1.039002011237907
174,1.1189034,-0.45344272,0.8493146,-0.8223833,0.6556976,-0.02563402,-1.497952587556399,0.1788736,0.15644272523935598
175,-1.0072339,1.1189034,-1.0017045,0.6556976,0.056527946,-1.0534239,-1.3201683716578267,0.1876443,1.2840122819052493
176,0.3335544,-1.0072339,0.24328594,0.056527946,1.2379012,-0.35348654,-0.6833053864622174,0.307397,-1.2071025916337976
177,0.5191871,0.3335544,0.48150334,1.2379012,-1.3927912,0.027800113,0.8931180904563883,0.19802397,-0.31317186335086455
178,0.005872107,0.5191871,0.2319728,-1.3927912,-0.7095384,-0.12338817,0.05432704146121962,0.15058053,1.3036340479281785
179,0.9349327,0.005872107,0.9806222,-0.7095384,0.5743421,-0.03888601,1.341341504669081,0.22207278,-1.281000137093013
180,0.20179047,0.9349327,-0.004123049,0.5743421,-0.09987778,-0.11783713,-1.4172548461335204,0.36346042,-0.5438845466306992
181,0.79890317,0.20179047,0.89226305,-0.09987778,0.96876913,-0.71490127,-1.020445326392746,0.24233258,1.094005608010807
182,-0.03431458,0.79890317,-0.2519605,0.96876913,0.11935055,-1.2589676,0.19590072139014256,0.18714273,-0.5455716446329409
183,0.44371864,-0.03431458,0.4920425,0.11935055,0.86636275,-0.6612305,1.2582377253144894,-0.035068512,1.0919406067582673
184,0.99839044,0.44371864,1.1377966,0.86636275,-0.19419216,-0.38081253,-1.1031838383358223,0.4270138,-0.5389203494397704
185,-1.0547292,0.99839044,-0.8011588,-0.19419216,0.51881355,-0.7735649,-0.022409794962008907,0.16202581,1.1000369573516582
186,0.0007611362,-1.0547292,0.05173205,0.51881355,0.8967727,-1.1696014,1.3636230622401027,0.1876818,-0.5650646736681199
187,1.0505654,0.0007611362,1.012329,0.8967727,-0.76625466,-0.08763853,-1.5046533331635255,0.23855639,1.0675209289298924
188,-0.14813471,1.0505654,-0.16836055,-0.76625466,0.4758905,0.0009242892,-1.345851658656763,0.3989693,-0.46114312372434607
189,0.9026111,-0.14813471,0.80556154,0.4758905,0.60629755,-1.8126771,-0.770000661742995,0.12482822,1.185800627087273
190,-0.36854568,0.9026111,-0.33865926,0.60629755,0.81232136,-1.3402166,0.7433316135128849,0.23588413,-0.8529325002091831
191,0.76701725,-0.36854568,0.8596796,0.81232136,-0.32235488,-0.79082793,0.4243860861493964,0.14571917,0.5868248001306475
192,-0.6562013,0.76701725,-0.7239204,-0.32235488,0.9836866,0.067628324,1.0092273578146012,0.17567301,0.7403777890646738
193,0.6938365,-0.6562013,0.61595815,0.9836866,-0.9877727,-0.2234056,-0.2744795598094212,0.14821458,0.42473634914786135
194,-0.6653267,0.6938365,-0.331862,-0.9877727,0.041215666,0.14457265,1.324195804922195,0.42467776,1.0041342664421522
195,0.92389125,-0.6653267,0.8851191,0.041215666,0.8972872,-15.448263,-1.350920097871196,0.35881653,-0.26680830168219316
196,-0.65182877,0.92389125,-0.43769047,0.8972872,-1.2034225,0.04223472,-0.7873212273346744,0.3196211,1.328327274036444
197,0.8107806,-0.65182877,0.62199306,-1.2034225,-0.16983594,-0.0085136,0.7109582588884202,0.14957333,-1.3754823296344123
198,-0.05695001,0.8107806,-0.07447286,-0.16983594,0.8793472,-0.2153843,0.49635403381282195,0.25098127,-0.8604532857734755
199,0.6498605,-0.05695001,0.6366735,0.8793472,-0.11765402,-1.1219966,0.9014134691750904,0.04960996,0.5712514037712932
200,-0.08134077,0.6498605,0.33924237,-0.11765402,1.0612752,-32.78618,0.032050827950216035,0.267247,0.7688158942742731
201,0.6101395,-0.08134077,0.76322097,1.0612752,-1.3923056,-0.030941695,1.349458143933059,0.10486853,0.35925585918023917
202,0.35851756,0.6101395,0.24726586,-1.3923056,-0.8082382,-0.3772356,-1.4489358060473594,0.21126366,1.090464416870404
203,1.1050621,0.35851756,0.6544741,-0.8082382,0.31310257,0.1518633,-1.1360029240182001,0.552252,-0.5341726886565398
204,-1.3517388,1.1050621,-1.0737852,0.31310257,0.79822105,-1.2914896,-0.11415810014883683,0.15513694,1.1057426487634856
205,-0.6960265,-1.3517388,-0.6793877,0.79822105,0.40952143,-0.91951305,1.3692590001578648,0.11403793,-0.5835960724201268
206,0.7307785,-0.6960265,0.76910424,0.40952143,0.29778847,-0.14661157,-1.526973859181587,0.29654607,1.0433496670103215
207,0.59448475,0.7307785,0.3303446,0.29778847,0.50920147,-0.579139,-1.4322841799573527,0.31842482,-0.3857509964445767
208,0.22209686,0.59448475,0.016399248,0.50920147,0.5686136,-1.8774405,-1.0749253832093661,0.1219337,1.2532631297276169
209,1.0646523,0.22209686,0.9150916,0.5686136,0.8754322,-1.3615179,0.054243709394832196,0.25872785,-1.0934001103670916
210,-1.3593178,1.0646523,-1.3579469,0.8754322,-0.3981177,-0.646174,1.341374380740107,0.037315845,0.012867112007135664
