data_id,r,duration,method,dataset
0,0.6245787497340132,NaN,KPCA,tentmap
1,0.2721318532205116,NaN,KPCA,tentmap
2,0.39958440807159323,NaN,KPCA,tentmap
3,0.15030545954128838,NaN,KPCA,tentmap
4,0.6478606729643467,NaN,KPCA,tentmap
5,0.04615440014118333,NaN,KPCA,tentmap
6,0.6485965670366618,NaN,KPCA,tentmap
7,0.5315956199294882,NaN,KPCA,tentmap
8,0.675377173749275,NaN,KPCA,tentmap
9,0.35776197235071794,NaN,KPCA,tentmap
10,0.06227933561211141,NaN,KPCA,tentmap
11,0.032501745610842826,NaN,KPCA,tentmap
12,0.03729516473025827,NaN,KPCA,tentmap
13,0.5880046454015849,NaN,KPCA,tentmap
14,0.5592668484543679,NaN,KPCA,tentmap
15,0.23691646587472948,NaN,KPCA,tentmap
16,0.569558720254366,NaN,KPCA,tentmap
17,0.4091685401921059,NaN,KPCA,tentmap
18,0.057544261008213915,NaN,KPCA,tentmap
19,0.5867622488773323,NaN,KPCA,tentmap
20,0.5660524598318089,NaN,KPCA,tentmap
21,0.2569471533570505,NaN,KPCA,tentmap
22,0.2892880613739396,NaN,KPCA,tentmap
23,0.49387093130088733,NaN,KPCA,tentmap
24,0.637007411366825,NaN,KPCA,tentmap
25,0.5181639183305404,NaN,KPCA,tentmap
26,0.3859684486817357,NaN,KPCA,tentmap
27,0.6237637935880318,NaN,KPCA,tentmap
28,0.289237000798265,NaN,KPCA,tentmap
29,0.1248617122273967,NaN,KPCA,tentmap
30,0.6025495589031278,NaN,KPCA,tentmap
31,0.671658509040419,NaN,KPCA,tentmap
32,0.13329369627051207,NaN,KPCA,tentmap
33,0.12977490129309882,NaN,KPCA,tentmap
34,0.3988969227630809,NaN,KPCA,tentmap
35,0.5051014805021133,NaN,KPCA,tentmap
36,0.18098034735673105,NaN,KPCA,tentmap
37,0.07387405947906131,NaN,KPCA,tentmap
38,0.06833553532829294,NaN,KPCA,tentmap
39,0.6581866659959918,NaN,KPCA,tentmap
40,0.5324057229900054,NaN,KPCA,tentmap
41,0.5419903226132332,NaN,KPCA,tentmap
42,0.04655260333577876,NaN,KPCA,tentmap
43,0.49979379233175714,NaN,KPCA,tentmap
44,0.40655071236360374,NaN,KPCA,tentmap
45,0.07071287676083049,NaN,KPCA,tentmap
46,0.05779929995168277,NaN,KPCA,tentmap
47,0.4156551631680099,NaN,KPCA,tentmap
48,0.30274395145992705,NaN,KPCA,tentmap
49,0.5495574203520973,NaN,KPCA,tentmap
