,r2,L
0,0.7741508373257072,100.0
1,0.7816652251918091,100.0
2,0.8331321264510596,100.0
3,0.8524960735628145,100.0
4,0.7781151070521855,100.0
5,0.5748228064492783,100.0
6,0.9124921514584874,100.0
7,0.869530744231451,100.0
8,0.7683087605388105,100.0
9,0.3145368488485998,100.0
10,0.3643355144546638,100.0
11,0.9482569677861414,100.0
12,0.6759964262046707,100.0
13,0.8933464718617815,100.0
14,0.7569321195708856,100.0
0,0.9011528245405415,300.0
1,0.8941411396234031,300.0
2,0.9292449349933222,300.0
3,0.8716322970412838,300.0
4,0.8732295344795975,300.0
5,0.9173980432979946,300.0
6,0.8409093220148397,300.0
7,0.9126207152305266,300.0
8,0.8867361860131128,300.0
9,0.8866195947179665,300.0
10,0.8916212991768312,300.0
11,0.6204591971405486,300.0
12,0.9974226720472703,300.0
13,0.8853095747811163,300.0
14,0.8758912826636701,300.0
0,0.8658590992516436,500.0
1,0.8892198792375102,500.0
2,0.9134961813111526,500.0
3,0.9095477700611436,500.0
4,0.884078154695208,500.0
5,0.864330253257115,500.0
6,0.8975102450899625,500.0
7,0.9176930474682256,500.0
8,0.8959063470129971,500.0
9,0.8624786022286388,500.0
10,0.8744087415290545,500.0
11,0.9643894704617516,500.0
12,0.9761938492506396,500.0
13,0.9223328599842462,500.0
14,0.8360605260339996,500.0
0,0.8687023202435723,700.0
1,0.918009557958463,700.0
2,0.9182686649505083,700.0
3,0.921817552168417,700.0
4,0.8612748884056971,700.0
5,0.8504301565595687,700.0
6,0.938340341311078,700.0
7,0.9226611891339063,700.0
8,0.8888608945924111,700.0
9,0.9309180419894686,700.0
10,0.9058162522056111,700.0
11,0.8720571558462051,700.0
12,0.9983159622065962,700.0
13,0.9160354399761371,700.0
14,0.87245791401908,700.0
0,0.9383065696406762,900.0
1,0.9037176005142699,900.0
2,0.9179116818179219,900.0
3,0.9241085336647188,900.0
4,0.900120209159809,900.0
5,0.9125612583547967,900.0
6,0.8989604622104306,900.0
7,0.9344027705718607,900.0
8,0.9121403355005382,900.0
9,0.9279491968820581,900.0
10,0.9172035227731699,900.0
11,0.9228769355210944,900.0
12,0.9938619909625777,900.0
13,0.925004483607084,900.0
14,0.8555521825757504,900.0
0,0.9123439645295919,1000.0
1,0.9258723735675546,1000.0
2,0.9440417175400406,1000.0
3,0.9309906458786761,1000.0
4,0.8320509473405594,1000.0
5,0.9077098867803637,1000.0
6,0.9185117868492421,1000.0
7,0.9024757496090277,1000.0
8,0.9167070346865159,1000.0
9,0.8907575888546105,1000.0
10,0.9024748461848932,1000.0
11,0.9633066987144518,1000.0
12,0.9908021999459657,1000.0
13,0.9097428352462918,1000.0
14,0.8651207326161658,1000.0
0,0.9318799683175492,2000.0
1,0.9012346445852981,2000.0
2,0.8955647764540015,2000.0
3,0.9357872860222941,2000.0
4,0.9156496872684211,2000.0
5,0.814806051641105,2000.0
6,0.9509108204392154,2000.0
7,0.9213933605560009,2000.0
8,0.9326210499925118,2000.0
9,0.9110272993400967,2000.0
10,0.9184490826477908,2000.0
11,0.8888843976026936,2000.0
12,0.9927111470480688,2000.0
13,0.916928839360125,2000.0
14,0.9135234652948298,2000.0
0,0.93873691968823,3000.0
1,0.9218816137353764,3000.0
2,0.8930201659348596,3000.0
3,0.9194541173639774,3000.0
4,0.929888457760621,3000.0
5,0.7595371393950909,3000.0
6,0.9250618552215396,3000.0
7,0.9619288769509516,3000.0
8,0.9441766823698421,3000.0
9,0.9339547395893992,3000.0
10,0.9374048144350929,3000.0
11,0.8845792353711723,3000.0
12,0.9964662449111042,3000.0
13,0.9397072107071349,3000.0
14,0.9155031017094485,3000.0
