data_id,r,duration,method,dataset
0,0.7195304385070239,0.1653120517730713,PCA,logmap
1,0.7392623291364313,0.09470725059509277,PCA,logmap
2,0.7234108962648285,0.08533453941345215,PCA,logmap
3,0.7104821057920349,0.0856783390045166,PCA,logmap
4,0.5920988737268802,0.08612608909606934,PCA,logmap
5,0.7171703911300848,0.08556509017944336,PCA,logmap
6,0.6276119047230129,0.08571171760559082,PCA,logmap
7,0.7537064674439872,0.08515715599060059,PCA,logmap
8,0.6475074718486828,0.08598828315734863,PCA,logmap
9,0.7677149869232738,0.08522176742553711,PCA,logmap
10,0.6599549473987186,0.08603024482727051,PCA,logmap
11,0.6109000749017229,0.0852499008178711,PCA,logmap
12,0.6672585645904139,0.08604693412780762,PCA,logmap
13,0.6426425369216534,0.08535146713256836,PCA,logmap
14,0.7279743642964902,0.08568716049194336,PCA,logmap
15,0.4758960063490489,0.08555245399475098,PCA,logmap
16,0.9119726899497793,0.08574223518371582,PCA,logmap
17,0.7524884924425387,0.08637189865112305,PCA,logmap
18,0.6891549420353188,0.08593940734863281,PCA,logmap
19,0.7695908072554041,0.08539175987243652,PCA,logmap
20,0.7083162422974081,0.08581352233886719,PCA,logmap
21,0.784347420002359,0.08535528182983398,PCA,logmap
22,0.8880915764159014,0.0849449634552002,PCA,logmap
23,0.7228563210047351,0.08182573318481445,PCA,logmap
24,0.5838077120408759,0.08322501182556152,PCA,logmap
25,0.6331157900702356,0.08135819435119629,PCA,logmap
26,0.7447560410157072,0.08140802383422852,PCA,logmap
27,0.7271112888353368,0.08116030693054199,PCA,logmap
28,0.6740744815483332,0.08135199546813965,PCA,logmap
29,0.5599231943027245,0.08134007453918457,PCA,logmap
30,0.6830348223124348,0.08178448677062988,PCA,logmap
31,0.7030821495982011,0.08144235610961914,PCA,logmap
32,0.5626658016300726,0.08134675025939941,PCA,logmap
33,0.8951740685959079,0.08131694793701172,PCA,logmap
34,0.7920044290685392,0.08145642280578613,PCA,logmap
35,0.7359457069031835,0.0817267894744873,PCA,logmap
36,0.6822846123805487,0.0819852352142334,PCA,logmap
37,0.5556713116317746,0.08164834976196289,PCA,logmap
38,0.7288941024074743,0.08135223388671875,PCA,logmap
39,0.7059253224837503,0.0816798210144043,PCA,logmap
40,0.7327356269306515,0.08141064643859863,PCA,logmap
41,0.5590138423219128,0.08161807060241699,PCA,logmap
42,0.717117744093805,0.08111691474914551,PCA,logmap
43,0.7888976415959665,0.08122777938842773,PCA,logmap
44,0.5457679723420479,0.0818474292755127,PCA,logmap
45,0.4183326902508206,0.17570137977600098,PCA,logmap
46,0.647086456758365,0.057196617126464844,PCA,logmap
47,0.7552622193176457,0.08383393287658691,PCA,logmap
48,0.7639428776737432,0.08193731307983398,PCA,logmap
49,0.7401667378371971,0.0815739631652832,PCA,logmap
