,data_id,r,method,dataset
0,0,0.09975095016099271,SFA,tentmap
1,1,0.03629152954004034,SFA,tentmap
2,2,0.0765623494425531,SFA,tentmap
3,3,0.051205845253718796,SFA,tentmap
4,4,0.13827269463440317,SFA,tentmap
5,5,0.05276487136189279,SFA,tentmap
6,6,0.08060504605726446,SFA,tentmap
7,7,0.398586894819783,SFA,tentmap
8,8,0.09503020045745172,SFA,tentmap
9,9,0.39142714882280766,SFA,tentmap
10,10,0.03698727716659737,SFA,tentmap
11,11,0.24171917272171378,SFA,tentmap
12,12,0.1287456376642678,SFA,tentmap
13,13,0.14710912897224218,SFA,tentmap
14,14,0.12365890665401892,SFA,tentmap
15,15,0.024026139600112788,SFA,tentmap
16,16,0.31629069179722774,SFA,tentmap
17,17,0.08231363271315167,SFA,tentmap
18,18,0.06353004940146706,SFA,tentmap
19,19,0.28021663283340437,SFA,tentmap
20,20,0.10483991928717554,SFA,tentmap
21,21,0.11175972592575632,SFA,tentmap
22,22,0.0782413253952322,SFA,tentmap
23,23,0.07410077796898944,SFA,tentmap
24,24,0.11397972493938154,SFA,tentmap
25,25,0.0247599227719902,SFA,tentmap
26,26,0.02820078510114478,SFA,tentmap
27,27,0.2466518711000123,SFA,tentmap
28,28,0.053107898151226456,SFA,tentmap
29,29,0.08108769495267883,SFA,tentmap
30,30,0.1252984641631075,SFA,tentmap
31,31,0.31451454534772416,SFA,tentmap
32,32,0.03006031565160477,SFA,tentmap
33,33,0.1648405378744343,SFA,tentmap
34,34,0.05657056747690359,SFA,tentmap
35,35,0.1617145465610425,SFA,tentmap
36,36,0.04461058220615771,SFA,tentmap
37,37,0.033198795113131674,SFA,tentmap
38,38,0.03830971447453003,SFA,tentmap
39,39,0.19930891828582936,SFA,tentmap
40,40,0.029409882194728364,SFA,tentmap
41,41,0.0374867793556821,SFA,tentmap
42,42,0.030874054655306772,SFA,tentmap
43,43,0.17576439472842528,SFA,tentmap
44,44,0.03137359791676966,SFA,tentmap
45,45,0.042281493154153166,SFA,tentmap
46,46,0.04348860576715869,SFA,tentmap
47,47,0.28719420607012147,SFA,tentmap
48,48,0.23280300517516078,SFA,tentmap
49,49,0.24644505402196504,SFA,tentmap
