,0,1,2
0,0.06790035819129137,0.7869854599999133,0.6563335217758555
1,0.2442314819695076,0.5922000743240878,0.7973451914355524
2,0.7122913662209616,0.7738369076377277,0.32123196627852607
3,0.7908203079613517,0.03771021768306306,0.48561336655020576
4,0.6383583902849181,0.10679932386448775,0.36916755627953557
5,0.8908615252859664,0.2927258207571804,0.5320595383338164
6,0.375193513234595,0.5031233958147516,0.22790175532972867
7,0.9046239661458136,0.7552854997254826,0.5441166199590477
8,0.33294660151633004,0.07869067018475552,0.19638817533565986
9,0.8570426322479618,0.2524856103361048,0.5053708914829219
10,0.4727986274333952,0.4836529008272077,0.2944800451113156
11,0.9618779689986121,0.7075214576570767,0.5836895455822763
12,0.14150221764160342,0.01082015520251671,0.07070468737350817
13,0.46878063417972976,0.04001331561855168,0.23683713271361254
14,0.9609721457075349,0.128062096223826,0.523296889119644
15,0.14472805072936917,0.29195478666788804,0.18541988066961101
16,0.4776658351982263,0.7579468194983241,0.5385338995189572
17,0.9628083567884679,0.2923722905454896,0.5589317043643702
18,0.13818231249277677,0.47826965236628727,0.12002149828907656
19,0.45955246269633787,0.8972401164152547,0.37992455345401355
20,0.9584200231115952,0.12303637501006237,0.636175045459881
21,0.15378265702049188,0.28328048867525824,0.04772088218757022
22,0.5021766560525804,0.7420199794444355,0.163159178036926
23,0.9647149671597542,0.3110784826796832,0.39827920695213437
24,0.13135807662819812,0.4854446077536603,0.32995028039154
25,0.44031634282349325,0.9009772923837703,0.7820408045387751
26,0.9509871946495871,0.11639173848544643,0.12556952855735568
27,0.17986699057960812,0.27201648845318455,0.23811233267357945
28,0.5692499469662786,0.7161689697122768,0.6305697732158057
29,0.9462275240914754,0.31626751027668676,0.34303235286853434
30,0.1963463574325398,0.49398347960604516,0.36665974742388274
31,0.6089182696625485,0.8627294696316857,0.7808010919370215
32,0.9189539968112856,0.15301116670379386,0.07303092640662193
33,0.28740386992129485,0.34145591459510205,0.1568046488028899
34,0.7903206133669181,0.7633453570568167,0.43829766270110987
35,0.6394789973269566,0.0013165503040505394,0.4131341427495032
36,0.8896600598747861,0.0041492540898368496,0.5249958727097235
37,0.3788123036276286,0.011814481944076829,0.24007848843749696
38,0.9080591936540016,0.04035901468766831,0.5606339657551965
